Gender,Height,Weight
Female,58.9107320370127,102.08832636784
Female,63.369003758413896,131.041402692995
Female,61.7930961472815,129.781407047572
Female,62.8503786429821,114.96903825096202
Female,61.890233737854395,111.676199211845
Female,63.677868152058494,104.15155964193501
Female,61.798878529854896,106.233686988457
Female,63.3714589617276,128.11816912367598
Female,58.8958863500041,101.682613361014
Female,58.438249099569205,98.19262092814209
Female,60.809798678611,126.91546327628201
Female,62.2574296463807,115.79739340816
Female,61.735090219700005,107.866872355221
Female,63.059556694704895,145.589929145704
Female,62.2868383725748,139.522707668371
Female,61.827477554872395,122.76616667013501
Female,56.5479749809036,84.8721236452797
Female,62.7392809291012,138.530421130127
Female,61.585198645852,137.425286781889
Female,62.024424832302294,124.603940620149
Female,61.204956068921796,108.290104228827
Female,60.2111665623754,119.037534152405
Female,63.9399727739834,139.49595733599
Female,63.35780515987079,125.613238151682
Female,63.685068445343,132.282977854988
Female,60.288870392479105,130.440809040632
Female,63.407289791972396,128.848389435403
Female,60.6316001185165,109.719696252994
Female,60.047147223403705,114.60352589634701
Female,63.46166489331839,128.950960852672
Female,62.54007731931729,139.478643930727
Female,61.59623161922,129.977149249753
Female,60.9503289147806,117.42258866803499
Female,63.5532238018192,137.492070428581
Female,62.248346350928706,138.382413290926
Female,62.5480579760466,123.71285394015699
Female,59.6085601361981,109.813156032597
Female,61.3792584854039,141.427450563345
Female,63.914431661526,131.513704638389
Female,63.3990508337142,143.840429687839
Female,61.213171495592604,98.7074925949256
Female,59.667848800061904,126.355255679648
Female,60.57806287923929,118.242811799265
Female,62.114866399197,145.337359446736
Female,56.1594580191187,90.81525565522709
Female,63.14965274006661,124.193771665091
Female,58.8743006695406,102.92707753871001
Female,61.5250911236378,133.528507704123
Female,63.5843104973355,133.189403796986
Female,59.7867629089699,116.90487147082399
Female,62.323087083779,127.130913031099
Female,63.4884596395885,124.05287175591499
Female,61.1630652757277,107.23544334681999
Female,61.359489328058395,123.42013459736799
Female,62.071715189424296,142.663619361408
Female,61.823368117239504,112.00186173258301
Female,62.94719725219711,123.684238635036
Female,62.8223500167531,126.816039038744
Female,61.9940865436986,134.417291950693
Female,60.030610123321,104.497331810975
Female,62.0496445072297,119.865377360177
Female,60.5043159198482,116.381974250403
Female,61.214449915467206,128.266498910134
Female,60.674278397707006,115.80503515806801
Female,62.996579314651896,131.004284503501
Female,63.80948265048671,142.421776480813
Female,62.27990010659221,133.255261053524
Female,61.7110319057525,108.02880702338301
Female,61.3366590164904,127.34181997766899
Female,57.103869467913796,93.506315903823
Female,56.445685026609496,96.6402446637704
Female,60.8155622040312,132.174817011755
Female,61.4647835289526,137.29916898801702
Female,61.9240636007588,126.431696747156
Female,63.4931430001388,160.554603918248
Female,61.0243422117445,134.193712558431
Female,62.24708075922871,117.230337235004
Female,63.219824288674495,142.973406430632
Female,63.2290195165613,131.238126208326
Female,63.2789284322783,134.827593587405
Female,63.0377049362755,127.070393942324
Female,62.62808293500439,121.724752976693
Female,61.6685660209029,111.619612391082
Female,63.4440555002437,126.50763124056101
Female,62.0694248149154,121.96128489573499
Female,62.5498457985719,118.90320396155
Female,63.954830382043895,121.888637124568
Female,63.8260384360516,149.369118956566
Female,59.6456491039143,116.551867007723
Female,59.088694630918,129.27260752792802
Female,63.961535175707596,140.76218836065598
Female,62.4070641317515,120.30334980526699
Female,61.8176552663779,121.615000159206
Female,63.8260177297046,153.846107496592
Female,57.9619361820506,112.226983636465
Female,58.5972254723861,104.79746335653299
Female,62.4308668218842,127.76524946729401
Female,61.2184548963704,119.27542675258101
Female,61.706393776048294,110.92334427497299
Female,63.041997103686505,122.08724550819001
Female,63.9177194287055,135.697284242661
Female,60.9673174396153,113.79524995330699
Female,62.38284759940989,125.347102031623
Female,62.028373055852,103.275029340058
Female,61.5206085297862,127.39066090400999
Female,57.442566968086204,104.486636219839
Female,57.31390273989489,95.13904679816342
Female,61.839229847571495,110.414161092118
Female,63.617815175795705,122.59035594592
Female,61.668522867676295,112.93559055760001
Female,63.3095949331229,144.017519304721
Female,60.84551199681379,135.956449885158
Female,60.447396660563,117.65378503593901
Female,58.861625096551705,90.7285608829213
Female,62.6964285223027,134.395978725645
Female,63.113869258777896,124.818530125508
Female,61.7430549493235,111.964092547299
Female,61.629986588353205,111.17246590679599
Female,61.5260223271191,124.88243409814899
Female,61.759546496511,131.022230398974
Female,62.9552737535274,150.582520877049
Female,60.77915797421989,110.880045352394
Female,60.628498615752605,130.999824233273
Female,59.0280872446527,111.833549001828
Female,63.3060181635752,134.323769255019
Female,61.6199458712052,113.17015612466601
Female,61.197223189220296,115.90639589795
Female,63.218758933242206,140.407857970989
Female,61.97993469277289,119.91084557305099
Female,56.7854343692644,83.9930774713752
Female,62.806199366720705,116.733315098915
Female,58.7512536320208,97.7224905977011
Female,61.23624748896171,111.502707371425
Female,63.319817668249904,119.315988261806
Female,58.6486596777328,100.234250669338
Female,62.674094394711396,147.517898734144
Female,58.0615529715125,113.06072034966999
Female,58.92650270304521,105.329901527587
Female,61.3495814422394,120.500037006939
Female,63.0140721214378,129.189009965093
Female,63.1819005014715,144.684993267094
Female,62.027357486443904,131.358662095764
Female,61.4565043263512,119.54849749328501
Female,62.5989133602596,119.146173612437
Female,63.85000817841271,149.76188560303498
Female,62.4570895407546,124.436526398277
Female,61.791885722479,118.16639423242901
Female,63.6004800623691,131.040872806245
Female,61.1247265949404,117.38894897873301
Female,62.8119078563338,129.822383356382
Female,61.7526959532595,112.90994781459
Female,63.47587219709929,127.160704835653
Female,60.894519470512705,128.103419034246
Female,62.934926214800605,132.61652537077998
Female,61.10420512965629,133.184099825599
Female,62.5013641801295,128.581091995706
Female,63.9867085026774,146.265814757148
Female,61.4687033842901,128.742972861135
Female,63.30608623850021,128.72968825653498
Female,63.01236239199061,128.14881290463498
Female,59.5287882585904,114.75210172370899
Female,58.9871389352788,100.743008049753
Female,63.96594219421221,130.611869495422
Female,61.659921754830705,104.34246980749599
Female,62.645041737789796,117.46063637971399
Female,62.965921829908105,130.024532169872
Female,63.92177623357821,135.665990376898
Female,60.85962003725571,112.09075333463899
Female,62.5174090733556,128.661047841967
Female,63.599372643089296,130.048574977112
Female,60.96991272521811,115.22816590943
Female,63.1868648875671,132.977067402018
Female,60.8077120880396,117.18353155264299
Female,59.304006674877,124.667939944881
Female,57.397740365323294,106.58756270740999
Female,63.3000056139882,121.948216965336
Female,63.9304349811277,134.40915948021402
Female,61.4586449817035,109.20833136434999
Female,62.070396415328396,119.29898678755801
Female,60.91177091918329,131.710812833578
Female,58.445072844573204,90.40667477003771
Female,62.22450202218639,133.875237869795
Female,60.717782844362496,120.56957601819201
